id,Name,home,price,email,properties
10313,eren,6832,9290.78,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10314,micasa,3943,6102.31,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10315,micasa,9388,4255.02,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10316,casa linda,8934,4427.18,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10317,micasa,5603,5105.15,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10318,casa cara,8457,6028.22,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10319,casa cara,2224,7263.67,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10320,micasa,9720,6231.11,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10321,Luxory House Penhose li`duwhat,6497,880.63,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10322,casa cara,4674,3924.53,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10323,casa fea,4409,3868.33,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10324,casa fea,8603,8922.73,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10325,casa fea,5773,9480,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10326,casa fea,4985,733.4,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10327,casa fea,4762,9112.92,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10328,casa cara,795,9771.1,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10329,eren,7897,7459.51,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10330,Luxory House Penhose li`duwhat,7670,7372.86,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10331,casa fea,4098,1937.7,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10332,micasa,7698,6292.18,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10333,casa cara,5207,4152.26,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10334,casa fea,7658,8849.62,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10335,casa linda,3477,6335.44,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10336,eren,7280,7341.34,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10337,casa linda,9508,9316.29,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10338,casa fea,6510,7573.03,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10339,casa linda,258,395.45,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10340,micasa,1214,9586.56,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10341,casa linda,2628,1258.66,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10342,casa fea,1718,5691.8,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10343,micasa,9050,9967.94,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10344,eren,695,8258.61,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10345,casa cara,1663,2066.86,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10346,Luxory House Penhose li`duwhat,8433,5864.04,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10347,eren,7912,4052.42,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10348,Luxory House Penhose li`duwhat,9415,3771.42,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10349,Luxory House Penhose li`duwhat,2993,4586.19,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10350,micasa,2772,3280.68,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10351,casa fea,1289,5807.27,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10352,casa fea,3861,496.37,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10353,casa cara,8497,2970.69,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10354,eren,5187,180.68,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10355,eren,2481,7209.82,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10356,casa cara,162,6204.81,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10357,micasa,5162,9324.69,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10358,eren,8209,7797.11,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10359,casa linda,2454,6237.53,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10360,casa fea,3664,2232.65,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10361,casa linda,8705,7556.25,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10362,eren,3285,8032.61,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10363,casa cara,4275,7491.57,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10364,casa linda,7960,8014.47,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10365,casa fea,1341,1287.89,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10366,Luxory House Penhose li`duwhat,9779,173.95,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10367,Luxory House Penhose li`duwhat,2985,9201.12,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10368,eren,684,9194.36,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10369,Luxory House Penhose li`duwhat,7654,7060.58,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10370,eren,5888,6166.62,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10371,micasa,1082,1908.58,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10372,casa fea,9750,5526.23,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10373,eren,9100,9651.01,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10374,Luxory House Penhose li`duwhat,5459,5318.93,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10375,casa linda,4225,1363.79,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10376,casa cara,4323,9354.22,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10377,eren,8770,4048.22,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10378,Luxory House Penhose li`duwhat,4499,2062.77,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10379,eren,2360,2804.11,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10380,casa cara,6435,701.68,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10381,casa cara,6632,1548.15,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10382,casa fea,2981,2019.09,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10383,casa linda,2837,6253.62,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10384,casa cara,3909,3512.07,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10385,casa fea,1325,6430.53,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10386,casa linda,1775,5921.45,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10387,casa linda,2516,6788.18,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10388,micasa,9463,5449.2,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10389,eren,6166,7453.98,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10390,casa fea,9662,2559.13,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10391,casa fea,3803,4619.24,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10392,Luxory House Penhose li`duwhat,4645,6071.28,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10393,casa linda,5317,1974.41,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10394,Luxory House Penhose li`duwhat,6509,7055.5,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10395,micasa,9230,9443.87,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10396,casa fea,4390,5947.21,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10397,casa linda,6563,1225.68,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10398,Luxory House Penhose li`duwhat,2138,6134.38,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10399,casa cara,3458,8550.54,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10400,micasa,6216,5491.35,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10401,Luxory House Penhose li`duwhat,2685,4384.42,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10402,casa cara,3037,2316.6,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10403,casa fea,2986,879.56,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10404,micasa,586,1024.57,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10405,casa fea,8702,9623.49,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10406,eren,3999,5326.65,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10407,casa cara,9866,3217.46,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10408,casa fea,7324,5659.53,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10409,micasa,5940,1143.96,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10410,eren,7691,4209.94,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10411,casa cara,8464,2138.65,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10412,casa fea,6095,8984.64,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10413,casa fea,8585,1054.52,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10414,casa cara,5021,3993.12,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10415,casa cara,7655,3439.74,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10416,Luxory House Penhose li`duwhat,7106,5186.21,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10417,casa linda,7048,2676.42,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10418,casa linda,7741,1462.72,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10419,casa cara,6037,1788.67,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10420,micasa,1645,1244.58,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10421,casa fea,6071,8405.88,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10422,casa cara,75,2773.02,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10423,casa linda,8244,5673.04,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10424,casa cara,5439,459.19,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10425,eren,7033,7743.16,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10426,eren,1458,1945.99,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10427,micasa,6070,9580.05,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10428,micasa,9918,377.98,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10429,casa linda,1131,986.4,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10430,Luxory House Penhose li`duwhat,388,8566.06,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10431,Luxory House Penhose li`duwhat,4916,4116.25,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10432,Luxory House Penhose li`duwhat,451,1861.53,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10433,micasa,5169,3935.12,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10434,casa cara,8348,3625.05,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10435,casa linda,5195,8143.18,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10436,micasa,7541,3071.76,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10437,Luxory House Penhose li`duwhat,8691,611.43,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10438,Luxory House Penhose li`duwhat,3485,1526.04,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10439,Luxory House Penhose li`duwhat,7160,9338.67,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10440,casa linda,2222,5227.01,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10441,casa cara,2660,1859.61,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10442,casa fea,8987,9272.51,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10443,Luxory House Penhose li`duwhat,3965,3641.92,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10444,casa fea,9956,5990.19,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10445,Luxory House Penhose li`duwhat,8361,2434.63,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10446,eren,2565,6208.5,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10447,casa fea,4252,7615.29,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10448,eren,7770,1456.36,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10449,casa linda,3656,5579.2,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10450,eren,4593,1773.45,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10451,casa cara,7798,8910.22,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10452,eren,7336,869.42,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10453,casa fea,392,9559.18,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10454,casa fea,1411,5341.49,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10455,casa linda,2494,8667.32,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10456,casa fea,4902,7693.39,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10457,eren,270,8633.85,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10458,micasa,1230,9907.86,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10459,casa fea,8442,3893.24,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10460,casa linda,6203,1205.2,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10461,eren,651,3619.48,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10462,eren,9765,8215.33,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10463,Luxory House Penhose li`duwhat,218,2566.27,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10464,eren,651,7247.31,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10465,casa cara,6434,3979.89,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10466,Luxory House Penhose li`duwhat,3837,8253.56,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10467,casa fea,4575,6549.31,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10468,eren,7604,4349.04,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
